12-04-20,244,402
13-04-20 ,635 ,620 
14-04-20 ,562 ,543 
15-04-20 ,641 ,677 
16-04-20 ,650 ,630 
17-04-20 ,607 ,634 
18-04-20 ,479 ,568 
19-04-20 ,364 ,545 
20-04-20 ,766 ,1085 
21-04-20 ,727 ,793 
22-04-20 ,794 ,867 
23-04-20 ,808 ,912 
24-04-20 ,824 ,1136 
25-04-20 ,572 ,1109 
26-04-20 ,503 ,1129 
27-04-20 ,1253 ,1786 
28-04-20 ,1486 ,1778 
29-04-20 ,1768 ,1823 
30-04-20 ,1853 ,2118 
01-05-20 ,1175 ,2921 
02-05-20 ,1648 ,2690 
03-05-20 ,1698 ,2841 
04-05-20 ,3127 ,3941 
05-05-20 ,3391 ,3671 
06-05-20 ,3400 ,3691 
07-05-20 ,3633 ,3861 
08-05-20 ,3804 ,4416 
09-05-20 ,2769 ,4029 
10-05-20 ,2170 ,4386 
11-05-20 ,5544 ,5670 
12-05-20 ,5045 ,5021 
13-05-20 ,4372 ,4458 
14-05-20 ,4498 ,4453 
15-05-20 ,4409 ,5716 
16-05-20 ,3539 ,5072 
17-05-20 ,2908 ,4786 
18-05-20 ,5883 ,6252 
19-05-20 ,6137 ,5578 
20-05-20 ,6054 ,6657 
21-05-20 ,3428 ,4947 
22-05-20 ,6130 ,6063 
23-05-20 ,3981 ,5385 
24-05-20 ,3658 ,4885 
25-05-20 ,7280 ,6974 
26-05-20 ,6475 ,5434 
27-05-20 ,6044 ,5650 
28-05-20 ,5181 ,5866 
29-05-20 ,5735 ,6111 
30-05-20 ,4059 ,5761 
31-05-20 ,3479 ,5285 
01-06-20 ,8525 ,8702 
02-06-20 ,7564 ,5922 
03-06-20 ,6939 ,5747 
