Purranque,21080,146,692.6,32,151.8,32,151.8
Puyehue ,11787 ,44 ,373.3 ,11 ,93.3 ,11 ,93.3 
Queilen ,5543 ,O ,0.0 ,O ,0.0 ,O ,0.0 
Quellon ,29309 ,7 ,23.9 ,O ,0.0 ,O ,0.0 
Quemchi ,8783 ,14 ,159.4 ,O ,0.0 ,O ,0.0 
Quinchao ,8298 ,3 ,36.2 ,O ,0.0 ,0 ,0.0 
Rio Negro ,14275 ,74 ,518.4 ,12 ,84.1 ,12 ,84.1 
San Juan de la Costa ,7639 ,63 ,824.7 ,6 ,78.5 ,6 ,78.5 
San Pablo ,10553 ,30 ,284.3 ,8 ,75.8 ,8 ,75.8 
Desconocido ,& - ,75 ,- ,8 ,- ,8 ,- 
Total ,891440 ,6137 ,688.4 ,797 ,89.4 ,797 ,89.4 
