Region,Poblacion,Confirmados,Tasaincidencia
Alto Hospicio ,129999 ,5 ,3.8 
Camina ,1375 ,- ,0.0 
Colchane ,1583 ,- ,0.0 
Huara ,3000 ,- ,0.0 
Iquique ,223463 ,13 ,5.8 
Pica ,5958 ,- ,16.8 
Pozo Almonte ,17395 ,- ,11.5 
Total ,382773 ,21 ,5.5 
