Odinofagia,89124,34.0,3366,17.1
Anosmia ,47962 ,18.3 ,971 ,4.9 
Ageusia ,37750 ,14.4 ,821 ,4.2 
Disnea ,30639 ,11.7 ,8151 ,41.4 
Diarrea ,26539 ,10.1 ,1635 ,8.3 
Dolor toracico ,24463 ,9.3 ,2181 ,11.1 
Dolor abdominal ,15692 ,6.0 ,1274 ,6.5 
Taquipnea ,3024 ,1.2 ,2767 ,14.0 
Cianosis ,292 ,0.1 ,442 ,2.2 
