Region,Poblacion,Confirmados,Tasaincidencia
Arica ,247552 ,41 ,16.6 
Camarones ,1233 ,- ,0.0 
General Lagos ,810 ,- ,0.0 
Putre ,2515 ,- ,0.0 
Total ,252110 ,41 ,16.3 
