Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,4636 ,1872.7 ,59 ,23.8 ,965 ,389.8 ,962 ,388.6 
Camarones ,1233 ,16 ,1297.6 ,0 ,0.0 ,2 ,162.2 ,2 ,162.2 
General Lagos ,810 ,1 ,123.5 ,O ,0.0 ,1 ,123.5 ,1 ,123.5 
Putre ,2515 ,39 ,1550.7 ,O ,0.0 ,3 ,119.3 ,3 ,119.3 
Desconocido ,& - ,7 ,- ,0 ,- ,6 ,- ,6 ,
Total ,252110 ,4699 ,1863.9 ,59 ,23.4 ,977 ,387.5 ,974 ,386.3 
