Purranque,21080,97,460.2,0,0.0,6
Puyehue & ,11787 ,28 ,237.5 ,0 ,0.0 ,6 
Queilen ,5543 ,0 ,0.0 ,0 ,0.0 ,O 
Quellon ,29309 ,7 ,23.9 ,0 ,0.0 ,1 
Quemchi ,8783 ,14 ,159.4 ,0 ,0.0 ,O 
Quinchao ,8298 ,3 ,36.2 ,0 ,0.0 ,1 
Rio Negro ,14275 ,58 ,406.3 ,1 ,7.0 ,7 
San Juan de la Costa ,7639 ,54 ,706.9 ,2 ,26.2 ,11 
San Pablo ,10553 ,20 ,189.5 ,1 ,9.5 ,4 
Desconocido & ,- ,75 ,- ,O ,- ,13 
Total ,,,,,,
