Region,Poblacion,Confirmados,Tasaincidencia
Arica ,247.552 ,87 ,"35,1 "
Camarones ,1.233 ,- ,"0,0 "
General Lagos ,810 ,- ,"0,0 "
Putre ,2.515 ,- ,"0,0 "
Total ,247.552 ,87 ,"35,1 "
