Desconocido&,-,4,-,0,-,4,-,4,-,0OO,0,0,O0O,O,OO,0O,O,0,0,O4
,511551 ,2800 ,547.4 ,38 ,7.4 ,627 ,122.6 ,626 ,122.4 ,0 1 35 ,167 ,222 ,164 74 61 ,52 ,39 74 ,178 166 ,213 ,304 ,423 ,438 189 
