LoPrado,&,104403,4736,4536.3,129,123.6,120,114.9,120,114.9
Macul ,& ,134635 ,4808 ,3571.1 ,153 ,113.6 ,129 ,95.8 ,128 ,95.1 
Maipu ,& ,578605 ,14085 ,2434.3 ,359 ,62.0 ,374 ,64.6 ,372 ,64.3 
Maria Pinto ,& ,14926 ,355 ,2378.4 ,5 ,33.5 ,13 ,87.1 ,13 ,87.1 
Melipilla ,& ,141612 ,3746 ,2645.3 ,111 ,78.4 ,107 ,75.6 ,107 ,75.6 
Nunoa ,& ,250192 ,5283 ,2111.6 ,236 ,94.3 ,116 ,46.4 ,115 ,46.0 
Padre Hurtado ,& ,74188 ,2082 ,2806.4 ,49 ,66.0 ,71 ,95.7 ,71 ,95.7 
Paine ,& ,82766 ,1823 ,2202.6 ,41 ,49.5 ,57 ,68.9 ,57 ,68.9 
Pedro Aguirre Cerda ,& ,107803 ,4219 ,3913.6 ,194 ,180.0 ,112 ,103.9 ,112 ,103.9 
Penaflor ,& ,101058 ,2789 ,2759.8 ,107 ,105.9 ,91 ,90.0 ,90 ,89.1 
Penalolen ,& ,266798 ,11478 ,4302.1 ,302 ,113.2 ,272 ,101.9 ,271 ,101.6 
Pirque ,,30433 ,1064 ,3496.2 ,26 ,85.4 ,19 ,62.4 ,19 ,62.4 
Providencia ,& ,157749 ,3112 ,1972.8 ,143 ,90.7 ,95 ,60.2 ,95 ,60.2 
Pudahuel ,& ,253139 ,9510 ,3756.8 ,223 ,88.1 ,221 ,87.3 ,221 ,87.3 
Puente Alto ,& ,645909 ,22315 ,3454.8 ,534 ,82.7 ,497 ,76.9 ,494 ,76.5 
Quilicura ,& ,254694 ,8841 ,3471.2 ,140 ,55.0 ,194 ,76.2 ,194 ,76.2 
Quinta Normal ,& ,136368 ,5777 ,4236.3 ,168 ,123.2 ,144 ,105.6 ,143 ,104.9 
Recoleta ,& ,190075 ,8275 ,4353.5 ,292 ,153.6 ,148 ,77.9 ,147 ,77.3 
Renca ,& ,160847 ,8171 ,5080.0 ,222 ,138.0 ,301 ,187.1 ,301 ,187.1 
San Bernardo ,& ,334836 ,10789 ,3222.2 ,312 ,93.2 ,275 ,82.1 ,274 ,81.8 
San Joaquin ,& ,103485 ,4842 ,4678.9 ,150 ,144.9 ,123 ,118.9 ,123 ,118.9 
San Jose de Maipo ,& ,18644 ,635 ,3405.9 ,19 ,101.9 ,34 ,182.4 ,34 ,182.4 
San Miguel ,& ,133059 ,5020 ,3772.8 ,132 ,99.2 ,124 ,93.2 ,124 ,93.2 
San Pedro ,& ,11953 ,220 ,1840.5 ,4 ,33.5 ,5 ,41.8 ,5 ,41.8 
San Ramon ,& ,86510 ,4406 ,5093.1 ,153 ,176.9 ,95 ,109.8 ,95 ,109.8 
Santiago ,& ,503147 ,14541 ,2890.0 ,275 ,54.7 ,236 ,46.9 ,236 ,46.9 
Talagante ,& ,81838 ,1645 ,2010.1 ,59 ,72.1 ,92 ,112.4 ,92 ,112.4 
Tiltil ,,21477 ,554 ,2579.5 ,12 ,55.9 ,18 ,83.8 ,18 ,83.8 
Vitacura ,& ,96774 ,1478 ,1527.3 ,61 ,63.0 ,33 ,34.1 ,33 ,34.1 
Desconocido ,& ,- ,17080 ,- ,0 ,- ,431 ,- ,431 ,- 
