Region,Poblacion,Confirmados,Tasaincidencia
Antofagasta ,425725 ,82 ,19.3 
Calama ,190336 ,13 ,6.8 
Maria Elena ,6814 ,- ,0.0 
Mejillones ,14776 ,6 ,40.6 
Ollague ,287 ,- ,0.0 
San Pedro de Atacama ,10434 ,4 ,38.3 
Sierra Gorda ,1746 ,- ,0.0 
Taltal ,13657 ,- ,22.0 
Tocopilla ,28079 ,- ,7.1 
Total ,691854 ,110 ,15.9 
