DeAntofagasta,25.9
Chile ,22.7 
De Valparaiso ,8.7 
Magallanes y de La Antartica Chilena ,7.4 
Libertador Gral Bernardo O 'Higgins ,6.8 
De Arica Y Parinacota ,6.6 
De Nuble ,4.2 
Del Maule ,3.8 
De La Araucania ,3.5 
Del Biobio ,2.6 
De Coquimbo ,2.1 
De Los Lagos ,1.6 
De Los Rios ,1.5 
De Aisen Del Gral C lbanez De Campo ,1.1 
De Atacama ,0.9 
