,,,,,,
25-06-2020 ,3017 ,172 ,665 ,3814 ,172 ,1045 
26-06-2020 ,3133 ,136 ,687 ,3749 ,136 ,1040 
27-06-2020 ,2672 ,79 ,561 ,2648 ,79 ,524 
28-06-2020 ,2546 ,33 ,603 ,2128 ,33 ,337 
29-06-2020 ,2672 ,42 ,677 ,1944 ,42 ,365 
30-06-2020 ,2911 ,129 ,718 ,3943 ,129 ,873 
01-07-2020 ,3247 ,120 ,633 ,3636 ,120 ,980 
02-07-2020 ,2386 ,101 ,529 ,3375 ,101 ,888 
03-07-2020 ,2606 ,89 ,536 ,3367 ,89 ,814 
04-07-2020 ,2335 ,37 ,505 ,1697 ,37 ,347 
05-07-2020 ,2246 ,29 ,524 ,1633 ,29 ,274 
06-07-2020 ,2787 ,79 ,620 ,3555 ,79 ,769 
07-07-2020 ,2436 ,77 ,560 ,3276 ,77 ,796 
08-07-2020 ,2242 ,64 ,354 ,2797 ,64 ,768 
09-07-2020 ,2216 ,58 ,387 ,2928 ,58 ,675 
10-07-2020 ,2498 ,49 ,368 ,2600 ,49 ,632 
11-07-2020 ,1968 ,37 ,281 ,1737 ,37 ,298 
12-07-2020 ,1900 ,14 ,219 ,1354 ,14 ,195 
13-07-2020 ,2365 ,63 ,221 ,2959 ,63 ,614 
14-07-2020 ,2215 ,68 ,152 ,2740 ,68 ,466 
15-07-2020 ,2084 ,57 ,137 ,2490 ,57 ,195 
16-07-2020 ,1717 ,10 ,124 ,1298 ,10 ,63 
17-07-2020 ,2213 ,55 ,139 ,2454 ,55 ,165 
18-07-2020 ,1927 ,12 ,104 ,1593 ,12 ,61 
19-07-2020 ,1616 ,10 ,137 ,1377 ,10 ,58 
20-07-2020 ,2385 ,42 ,195 ,2701 ,42 ,191 
21-07-2020 ,1965 ,23 ,145 ,2279 ,23 ,187 
22-07-2020 ,1919 ,18 ,134 ,2383 ,18 ,145 
23-07-2020 ,2056 ,31 ,124 ,2366 ,31 ,159 
24-07-2020 ,1951 ,36 ,123 ,2122 ,36 ,148 
25-07-2020 ,1726 ,32 ,125 ,1507 ,32 ,67 
26-07-2020 ,1509 ,4 ,141 ,1352 ,4 ,48 
27-07-2020 ,2216 ,25 ,224 ,2540 ,25 ,168 
28-07-2020 ,1859 ,33 ,173 ,2089 ,33 ,123 
29-07-2020 ,1751 ,37 ,201 ,2087 ,37 ,145 
30-07-2020 ,1871 ,39 ,219 ,2080 ,39 ,151 
31-07-2020 ,1905 ,35 ,240 ,1929 ,35 ,162 
01-08-2020 ,1910 ,10 ,336 ,1379 ,10 ,55 
02-08-2020 ,1582 ,5 ,322 ,1109 ,5 ,100 
03-08-2020 ,2077 ,18 ,435 ,2340 ,18 ,449 
04-08-2020 ,1923 ,26 ,376 ,2371 ,26 ,458 
05-08-2020 ,1802 ,29 ,347 ,2251 ,29 ,426 
06-08-2020 ,1840 ,33 ,302 ,2063 ,33 ,392 
07-08-2020 ,1821 ,21 ,316 ,2048 ,21 ,406 
08-08-2020 ,1481 ,13 ,349 ,1247 ,13 ,182 
09-08-2020 ,1291 ,2 ,321 ,924 ,2 ,143 
10-08-2020 ,1998 ,17 ,447 ,2204 ,17 ,460 
11-08-2020 ,1787 ,14 ,344 ,2075 ,14 ,497 
12-08-2020 ,1675 ,18 ,316 ,1932 ,18 ,453 
13-08-2020 ,1542 ,13 ,284 ,1763 ,13 ,411 
14-08-2020 ,1693 ,15 ,263 ,1749 ,15 ,374 
15-08-2020 ,1358 ,11 ,311 ,982 ,11 ,140 
16-08-2020 ,1232 ,8 ,301 ,852 ,8 ,119 
17-08-2020 ,1803 ,18 ,393 ,2112 ,18 ,404 
