Purranque,21080,170,806.5,32,151.8,32,151.8
Puyehue ,11787 ,61 ,517.5 ,20 ,169.7 ,20 ,169.7 
Queilen ,5543 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 
Quellon ,29309 ,7 ,23.9 ,O ,0.0 ,O ,0.0 
Quemchi ,8783 ,16 ,182.2 ,2 ,22.8 ,2 ,22.8 
Quinchao ,8298 ,3 ,36.2 ,O ,0.0 ,O ,0.0 
Rio Negro ,14275 ,82 ,574.4 ,10 ,70.1 ,10 ,70.1 
San Juan de la Costa ,7639 ,63 ,824.7 ,2 ,26.2 ,2 ,26.2 
San Pablo ,10553 ,33 ,312.7 ,4 ,37.9 ,4 ,37.9 
Desconocido ,& - ,70 ,-- ,4 ,- ,4 ,- 
Total ,891440 ,6651 ,746.1 ,713 ,80.0 ,712 ,79.9 
