,-,10,-,0,-,10,-,10,-,00,O0,0,O,OO,OO,0,O,0,O,O0,0,O10
,511551 ,3132 ,612.3 ,42 ,8.2 ,496 ,97.0 ,495 ,96.8 ,0 1 ,35 167 ,222 ,164 ,75 61 ,53 40 ,74 ,180 ,167 ,213 ,306 425 ,453 ,296 200 
