Papudo,6201,126,2031.9,7,112.9,7,112.9
Petorca ,10558 ,160 ,1515.4 ,18 ,170.5 ,18 ,170.5 
Puchuncavi ,20071 ,215 ,1071.2 ,13 ,64.8 ,13 ,64.8 
Putaendo ,17645 ,259 ,1467.8 ,8 ,45.3 ,8 ,45.3 
Quillota ,& 97572 ,2247 ,2302.9 ,119 ,122.0 ,117 ,119.9 
Quilpue ,& 167085 ,2235 ,1337.6 ,137 ,82.0 ,136 ,81.4 
Quintero ,& 36135 ,521 ,1441.8 ,33 ,91.3 ,33 ,91.3 
Rinconada ,11263 ,176 ,1562.6 ,2 ,17.8 ,2 ,17.8 
San Antonio ,96761 ,1643 ,1698.0 ,99 ,102.3 ,99 ,102.3 
San Esteban ,& 20643 ,263 ,1274.0 ,9 ,43.6 ,9 ,43.6 
San Felipe ,& 83494 ,1379 ,1651.6 ,47 ,56.3 ,47 ,56.3 
Santa Maria ,16367 ,291 ,1778.0 ,6 ,36.7 ,6 ,36.7 
Santo Domingo ,11934 ,176 ,1474.8 ,16 ,134.1 ,16 ,134.1 
Valparaiso ,& 315732 ,6071 ,1922.8 ,451 ,142.8 ,450 ,142.5 
Villa Alemana ,& 139310 ,2193 ,1574.2 ,149 ,107.0 ,149 ,107.0 
Vina del Mar ,& 361371 ,5761 ,1594.2 ,421 ,116.5 ,419 ,115.9 
Zapallar ,7994 ,114 ,1426.1 ,9 ,112.6 ,9 ,112.6 
Desconocido ,& - ,436 ,- ,47 ,- ,47 ,- 
Total ,1960170 ,33539 ,1711.0 ,2276 ,116.1 ,2266 ,115.6 
