Comuna,,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Alto Hospicio ,& ,129999 ,2313 ,1779.2 ,35 ,26.9 ,144 ,110.8 ,144 ,110.8 
Camina ,& ,1375 ,43 ,3127.3 ,2 ,145.5 ,7 ,509.1 ,7 ,509.1 
Colchane ,,1583 ,79 ,4990.5 ,2 ,126.3 ,4 ,252.7 ,4 ,252.7 
Huara ,,3000 ,125 ,4166.7 ,4 ,133.3 ,27 ,900.0 ,27 ,900.0 
Iquique ,& ,223463 ,4198 ,1878.6 ,91 ,40.7 ,337 ,150.8 ,335 ,149.9 
Pica ,& ,5958 ,192 ,3222.6 ,O ,0.0 ,39 ,654.6 ,39 ,654.6 
Pozo Almonte ,& ,17395 ,546 ,3138.8 ,9 ,51.7 ,54 ,310.4 ,53 ,304.7 
Desconocido ,& ,- ,371 ,- ,O ,- ,72 ,- ,72 ,- 
Total ,,382773 ,7867 ,2055.3 ,143 ,37.4 ,684 ,178.7 ,681 ,177.9 
