Comuna,NO,Poblacion,Tasa
Antofagasta ,29 ,425725 ,6.8 
Calama ,- ,190336 ,1.6 
Maria Elena ,- ,6814 ,0.0 
Mejillones ,- ,14776 ,0.0 
Ollague ,- ,287 ,0.0 
San Pedro de Atacama ,- ,10434 ,9.6 
Sierra Gorda ,- ,1746 ,0.0 
Taltal ,- ,13657 ,0.0 
Tocopilla ,- ,28079 ,7.1 
Total ,35 ,691854 ,5.1 
