MetropolitanadeSantiago,
De Antofagasta ,14.8 
Magallanes de La Antartica Chilena ,14.4 
Chile Del Maule ,11.3 9.1 
De Valparaiso ,8.7 
Del Libertador Gral Bernardo 'Higgins ,7.3 
De La Araucania ,6.6 
De Tarapaca ,6.5 
De Arica Y Parinacota ,6.1 
De Los Rios ,5.9 
De Los Lagos ,5.5 
Del Biobio ,5.2 
De Atacama ,3.9 
De Nuble ,3.6 
De Coquimbo ,3.1 
De Aisen Del Gral C lbanez Del Campo ,2.4 
