SagradaFamilia,19469,95,488.0,1,5.1,9,,46.2,9,46.2
San Clemente ,46292 ,522 ,1127.6 ,10 ,21.6 ,31 ,,67.0 ,31 ,67.0 
,,,,,,,,,,165.8 
San Rafael ,9959 ,128 ,1285.3 ,O ,0.0 ,4 ,,40.2 ,4 ,40.2 
Talca & ,236724 ,1937 ,818.3 ,35 ,14.8 ,141 ,,59.6 ,141 ,59.6 
Teno & ,30850 ,266 ,862.2 ,5 ,16.2 ,48 ,,155.6 ,48 ,155.6 
Vichuquen ,4381 ,6 ,137.0 ,1 ,22.8 ,O ,,0.0 ,O ,0.0 
Villa Alegre ,17512 ,143 ,816.6 ,2 ,11.4 ,10 ,,57.1 ,10 ,57.1 
,,,,,,,,,,62.5 
Desconocido & ,- ,42 ,- ,0 ,- ,7 ,,- ,7 ,- 
