LoPrado,&,104403,4895,4688.6,138,132.2,159
Macul ,& ,134635 ,4923 ,3656.6 ,154 ,114.4 ,93 
Maipu ,& ,578605 ,14570 ,2518.1 ,381 ,65.8 ,378 
Maria Pinto ,& ,14926 ,368 ,2465.5 ,7 ,46.9 ,6 
Melipilla ,& ,141612 ,3845 ,2715.2 ,113 ,79.8 ,102 
Nunoa ,& ,250192 ,5454 ,2179.9 ,243 ,97.1 ,137 
Padre Hurtado ,& ,74188 ,2149 ,2896.7 ,51 ,68.7 ,49 
Paine ,& ,82766 ,1901 ,2296.8 ,44 ,53.2 ,68 
Pedro Aguirre Cerda ,& ,107803 ,4346 ,4031.4 ,206 ,191.1 ,101 
Penaflor ,& ,101058 ,2854 ,2824.1 ,111 ,109.8 ,71 
Penalolen ,& ,266798 ,11740 ,4400.3 ,314 ,117.7 ,215 
Pirque ,& ,30433 ,1111 ,3650.6 ,29 ,95.3 ,40 
Providencia ,& ,157749 ,3218 ,2039.9 ,152 ,96.4 ,94 
Pudahuel ,& ,253139 ,9759 ,3855.2 ,241 ,95.2 ,195 
Puente Alto ,& ,645909 ,23065 ,3570.9 ,567 ,87.8 ,618 
Quilicura ,& ,254694 ,9089 ,3568.6 ,147 ,57.7 ,187 
Quinta Normal ,& ,136368 ,6051 ,4437.3 ,173 ,126.9 ,236 
Recoleta ,& ,190075 ,8465 ,4453.5 ,301 ,158.4 ,141 
Renca ,& ,160847 ,8520 ,5297.0 ,238 ,148.0 ,259 
San Bernardo ,& ,334836 ,11117 ,3320.1 ,323 ,96.5 ,257 
San Joaquin ,& ,103485 ,4980 ,4812.3 ,153 ,147.8 ,114 
San Jose de Maipo ,& ,18644 ,677 ,3631.2 ,20 ,107.3 ,33 
San Migue ,& ,133059 ,5179 ,3892.3 ,136 ,102.2 ,136 
San Pedro ,,11953 ,229 ,1915.8 ,4 ,33.5 ,9 
San Ramon ,& ,86510 ,4498 ,5199.4 ,162 ,187.3 ,79 
Santiago ,& ,503147 ,14861 ,2953.6 ,280 ,55.6 ,211 
Talagante ,& ,81838 ,1685 ,2058.9 ,62 ,75.8 ,39 
Tiltil ,& ,21477 ,570 ,2654.0 ,13 ,60.5 ,15 
Vitacura ,& ,96774 ,1531 ,1582.0 ,61 ,63.0 ,46 
Desconocido ,& ,- ,16381 ,- ,O ,- ,285 
Total ,,8125072 ,291235 ,3584.4 ,8181 ,100.7 ,6989 
