Region,Poblacion,Confirmados,Tasaincidencia
Alto del Carmen ,5.729 ,- ,"0,0 "
Caldera ,19.426 ,- ,"0,0 "
Chanaral ,13.164 ,- ,"0,0 "
Copiapo ,171.766 ,4 ,"2,3 "
Diego de Almagro ,14.358 ,- ,"7,0 "
Freirina ,7.681 ,- ,"0,0 "
Huasco ,11.264 ,- ,"0,0 "
Tierra Amarilla ,14.312 ,- ,"0,0 "
Vallenar ,57.009 ,- ,"0,0 "
Total ,314.709 ,5 ,"1,6 "
