Comuna,NO,Poblacion,Tasa
Alto Hospicio ,- ,129999 ,0.0 
Camina ,- ,1375 ,0.0 
Colchane ,- ,1583 ,0.0 
Huara ,- ,3000 ,0.0 
Iquique ,5 ,223463 ,2.2 
Pica ,- ,5958 ,0.0 
Pozo Almonte ,- ,17395 ,0.0 
Total ,5 ,382773 ,1.3 
