Purranque,21080,27,128.1,4,19.0,4
Puyehue ,11787 ,6 ,50.9 ,2 ,17.0 ,2 
Queilen ,5543 ,0 ,0.0 ,0 ,0.0 ,0 
Quellon ,29309 ,1 ,3.4 ,1 ,3.4 ,1 
Quemchi ,8783 ,0 ,0.0 ,0 ,0.0 ,0 
Quinchao ,8298 ,1 ,12.1 ,0 ,0.0 ,0 
Rio Negro ,14275 ,19 ,133.1 ,4 ,28.0 ,4 
San Juan de la Costa ,7639 ,32 ,418.9 ,7 ,91.6 ,7 
San Pablo ,10553 ,9 ,85.3 ,0 ,0.0 ,0 
Total ,891440 ,569 ,63.8 ,90 ,10.1 ,90 
