IIAntofagasta,
Pais ,
I Tarapaca ,39.6 
XII Magallanes y la Antart ,25.3 
V Valparaiso ,21.5 
XV Arica y Parinacota ,18.8 
VI O'Higgins ,18.6 
VI Maule ,16.9 
IX Araucania ,12.0 
VIII Del Biobio ,10.2 
XVI De Nuble ,9.7 
X Los Lagos ,9.4 
XIV Los Rios ,7.7 
III Atacama ,7.5 
IV Coquimbo ,72 
XI Aysen ,3.5 
Ignorada ,0.0 
