Barbara,&0OO,O,2,1,O,O,O,O,4,9,7,19,7,8,23,9,14,14,7,20,7,0
Juana ,O 0 O ,O ,O ,1 ,O ,O ,1 ,O ,O ,O ,O ,3 ,17 ,23 ,15 ,7 ,2 ,5 ,11 ,2 ,3 ,O 
Talcahuano ,& 0 0 1 ,16 ,16 ,20 ,14 ,14 ,21 ,17 ,18 ,18 ,43 ,71 ,54 ,112 ,150 ,127 ,112 ,132 ,185 ,167 ,43 ,0 
,0 0 O ,1 ,2 ,1 ,O ,O ,O ,O ,O ,O ,O ,1 ,4 ,5 ,9 ,7 ,O ,O ,O ,1 ,1 ,O 
,& O 0 O ,9 ,13 ,13 ,7 ,9 ,1 ,4 ,16 ,6 ,8 ,15 ,53 ,63 ,65 ,33 ,13 ,15 ,26 ,62 ,21 ,0 
,O 0 O ,O ,O ,1 ,O ,O ,0 ,O ,1 ,4 ,6 ,11 ,21 ,13 ,28 ,34 ,14 ,7 ,7 ,4 ,5 ,O 
,O O O ,O ,5 ,O ,1 ,1 ,1 ,2 ,4 ,3 ,5 ,12 ,3 ,20 ,40 ,20 ,46 ,33 ,6 ,7 ,5 ,O 
Desconocido ,& O O O ,1 ,O ,O ,O ,0 ,O ,O ,2 ,4 ,6 ,6 ,9 ,7 ,27 ,38 ,8 ,11 ,11 ,15 ,39 ,O 
,1 2 29 ,140 ,164 ,155 ,102 ,101 ,69 ,88 ,213 ,259 ,515 ,758 ,835 ,1269 ,1673 ,1441 ,1129 ,1073 ,1139 ,1129 ,541 ,0 
