13-04-20,630,619
14-04-20 ,563 ,543 
15-04-20 ,642 ,675 
16-04-20 ,649 ,631 
17-04-20 ,608 ,634 
18-04-20 ,478 ,566 
19-04-20 ,365 ,546 
20-04-20 ,766 ,1087 
21-04-20 ,727 ,790 
22-04-20 ,792 ,868 
23-04-20 ,809 ,911 
24-04-20 ,828 ,1139 
25-04-20 ,570 ,1107 
26-04-20 ,503 ,1127 
27-04-20 ,1253 ,1783 
28-04-20 ,1483 ,1776 
29-04-20 ,1765 ,1822 
30-04-20 ,1849 ,2113 
01-05-20 ,1174 ,2916 
02-05-20 ,1649 ,2684 
03-05-20 ,1699 ,2845 
04-05-20 ,3125 ,3927 
05-05-20 ,3400 ,3675 
06-05-20 ,3403 ,3690 
07-05-20 ,3628 ,3860 
08-05-20 ,3801 ,4418 
09-05-20 ,2766 ,4032 
10-05-20 ,2173 ,4379 
11-05-20 ,5555 ,5675 
12-05-20 ,5053 ,5027 
13-05-20 ,4368 ,4450 
14-05-20 ,4502 ,4458 
15-05-20 ,4405 ,5707 
16-05-20 ,3538 ,5071 
17-05-20 ,2907 ,4789 
18-05-20 ,5885 ,6241 
19-05-20 ,6130 ,5569 
20-05-20 ,6052 ,6651 
21-05-20 ,3412 ,4929 
22-05-20 ,6135 ,6063 
23-05-20 ,4004 ,5405 
24-05-20 ,3656 ,4878 
25-05-20 ,7279 ,6973 
26-05-20 ,6454 ,5438 
27-05-20 ,6031 ,5639 
28-05-20 ,5179 ,5881 
29-05-20 ,5744 ,6126 
30-05-20 ,4066 ,5770 
31-05-20 ,3486 ,5306 
01-06-20 ,8522 ,8707 
02-06-20 ,7574 ,5945 
03-06-20 ,6951 ,5749 
04-06-20 ,7134 ,5737 
05-06-20 ,6667 ,6424 
