,21477,24,111.7,10,46.6,10,46.6,00,02,1,2,1,1,3,3,8,30
Vitacura& ,96774 ,370 ,382.3 ,161 ,166.4 ,161 ,166.4 ,0 7 ,31 46 ,29 ,13 ,5 ,5 ,13 ,50 ,112 ,59 O 
,8125072 ,34380 ,423.1 ,13374 ,164.6 ,13330 ,164.1 ,4 63 ,323 942 ,1017 ,1237 ,1543 ,2211 ,4046 ,8243 ,11240 ,3506 4 
