Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,6783 ,2740.0 ,585 ,236.3 ,585 ,236.3 
Camarones ,& 1233 ,25 ,2027.6 ,O ,0.0 ,O ,0.0 
General Lagos ,810 ,62 ,7654.3 ,3 ,370.4 ,2 ,246.9 
Putre ,& 2515 ,50 ,1988.1 ,2 ,79.5 ,2 ,79.5 
Desconocido ,& - ,23 ,- ,3 ,- ,3 ,
Total ,252110 ,6943 ,2754.0 ,593 ,235.2 ,592 ,234.8 
