Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Alto Hospicio ,& 129999 ,3139 ,2414.6 ,248 ,190.8 ,248 ,190.8 
Camina ,1375 ,59 ,4290.9 ,8 ,581.8 ,8 ,581.8 
Colchane ,1583 ,97 ,6127.6 ,2 ,126.3 ,2 ,126.3 
Huara ,& 3000 ,154 ,5133.3 ,9 ,300.0 ,9 ,300.0 
Iquique ,& 223463 ,5807 ,2598.6 ,367 ,164.2 ,367 ,164.2 
Pica ,5958 ,353 ,5924.8 ,57 ,956.7 ,57 ,956.7 
Pozo Almonte ,& 17395 ,901 ,5179.6 ,65 ,373.7 ,64 ,367.9 
Desconocido ,& - ,437 ,- ,23 ,- ,23 ,- 
Total ,382773 ,10947 ,2859.9 ,779 ,203.5 ,778 ,203.3 
