Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeFallecidos,TasadeMortalidad,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,3372 ,1362.1 ,39 ,15.8 ,864 ,349.0 ,859 ,347.0 
Camarones ,1233 ,13 ,1054.3 ,0 ,0.0 ,12 ,973.2 ,12 ,973.2 
General Lagos ,810 ,O ,0.0 ,0 ,0.0 ,0 ,0.0 ,O ,0.0 
Putre ,2515 ,30 ,1192.8 ,O ,0.0 ,12 ,477.1 ,12 ,477.1 
Desconocido ,& - ,5 ,- ,0 ,- ,3 ,- ,3 ,
Total ,252110 ,3420 ,1356.6 ,39 ,15.5 ,891 ,353.4 ,886 ,351.4 
