Peumo,&,14952,269,1799.1,30,200.6,30,200.6
Pichidegua ,,20743 ,579 ,2791.3 ,62 ,298.9 ,62 ,298.9 
Pichilemu ,& ,17882 ,76 ,425.0 ,9 ,50.3 ,9 ,50.3 
Placilla ,& ,9164 ,126 ,1374.9 ,8 ,87.3 ,8 ,87.3 
Pumanque ,,3531 ,11 ,311.5 ,0 ,0.0 ,0 ,0.0 
Quinta de Tilcoco ,& ,13877 ,161 ,1160.2 ,10 ,72.1 ,9 ,64.9 
Rancagua ,& ,265211 ,7701 ,2903.7 ,337 ,127.1 ,337 ,127.1 
Rengo ,& ,63710 ,1367 ,2145.7 ,30 ,47.1 ,30 ,47.1 
Requinoa ,& ,30371 ,503 ,1656.2 ,7 ,23.0 ,7 ,23.0 
San Fernando ,& ,78642 ,1103 ,1402.6 ,117 ,148.8 ,117 ,148.8 
San Vicente ,& ,50617 ,923 ,1823.5 ,63 ,124.5 ,63 ,124.5 
Santa Cruz ,& ,41096 ,602 ,1464.9 ,27 ,65.7 ,27 ,65.7 
Desconocido ,& ,- ,58 ,- ,8 ,- ,8 ,- 
Total ,,991063 ,19778 ,1995.6 ,1039 ,104.8 ,1038 ,104.7 
