Penco,49865,835,1674.5,157,314.9,157,314.9
Quilaco ,4179 ,28 ,670.0 ,1 ,23.9 ,1 ,23.9 
Quilleco ,10032 ,82 ,817.4 ,9 ,89.7 ,9 ,89.7 
San Pedro de la Paz ,& 145906 ,1304 ,893.7 ,161 ,110.3 ,161 ,110.3 
San Rosendo ,3611 ,36 ,997.0 ,O ,0.0 ,O ,0.0 
Santa Barbara ,14592 ,184 ,1261.0 ,20 ,137.1 ,20 ,137.1 
Santa Juana ,& 14779 ,108 ,730.8 ,9 ,60.9 ,9 ,60.9 
Talcahuano ,& 158345 ,1975 ,1247.3 ,301 ,190.1 ,298 ,188.2 
Tirua ,& 11019 ,42 ,381.2 ,2 ,18.2 ,2 ,18.2 
Tome ,& 58729 ,781 ,1329.8 ,158 ,269.0 ,158 ,269.0 
Tucapel ,& 15205 ,172 ,1131.2 ,7 ,46.0 ,7 ,46.0 
Yumbel ,22132 ,246 ,1111.5 ,7 ,31.6 ,7 ,31.6 
Desconocido ,& - ,186 ,- ,32 ,- ,32 ,- 
Total ,1663696 ,17552 ,1055.0 ,2457 ,147.7 ,2449 ,147.2 
