Macul,&,134635,4633,3441.2,148,109.9,177,131.5,177,131.5
Maipu ,& ,578605 ,13656 ,2360.2 ,326 ,56.3 ,557 ,96.3 ,552 ,95.4 
Maria Pinto ,& ,14926 ,327 ,2190.8 ,4 ,26.8 ,28 ,187.6 ,28 ,187.6 
Melipilla ,& ,141612 ,3571 ,2521.7 ,97 ,68.5 ,244 ,172.3 ,242 ,170.9 
Nunoa ,& ,250192 ,5198 ,2077.6 ,217 ,86.7 ,186 ,74.3 ,185 ,73.9 
Padre Hurtado ,& ,74188 ,1992 ,2685.1 ,48 ,64.7 ,113 ,152.3 ,113 ,152.3 
Paine ,& ,82766 ,1749 ,2113.2 ,36 ,43.5 ,128 ,154.7 ,127 ,153.4 
Pedro Aguirre Cerda ,& ,107803 ,4052 ,3758.7 ,182 ,168.8 ,154 ,142.9 ,153 ,141.9 
Penaflor ,& ,101058 ,2663 ,2635.1 ,91 ,90.0 ,190 ,188.0 ,189 ,187.0 
Penalolen ,& ,266798 ,11136 ,4173.9 ,275 ,103.1 ,349 ,130.8 ,347 ,130.1 
Pirque ,& ,30433 ,1035 ,3400.9 ,24 ,78.9 ,39 ,128.2 ,39 ,128.2 
Providencia ,& ,157749 ,2971 ,1883.4 ,132 ,83.7 ,117 ,74.2 ,116 ,73.5 
Pudahuel ,& ,253139 ,9265 ,3660.0 ,202 ,79.8 ,414 ,163.5 ,413 ,163.2 
Puente Alto ,& ,645909 ,21568 ,3339.2 ,497 ,76.9 ,800 ,123.9 ,795 ,123.1 
Quilicura ,& ,254694 ,8555 ,3358.9 ,130 ,51.0 ,278 ,109.2 ,277 ,108.8 
Quinta Normal ,& ,136368 ,5527 ,4053.0 ,155 ,113.7 ,247 ,181.1 ,243 ,178.2 
Recoleta ,& ,190075 ,8067 ,4244.1 ,283 ,148.9 ,205 ,107.9 ,204 ,107.3 
Renca ,& ,160847 ,7589 ,4718.1 ,203 ,126.2 ,351 ,218.2 ,351 ,218.2 
San Bernardo ,& ,334836 ,10426 ,3113.8 ,288 ,86.0 ,455 ,135.9 ,450 ,134.4 
San Joaquin ,& ,103485 ,4689 ,4531.1 ,143 ,138.2 ,247 ,238.7 ,246 ,237.7 
San Jose de Maipo ,,18644 ,585 ,3137.7 ,18 ,96.5 ,36 ,193.1 ,36 ,193.1 
San Miguel ,& ,133059 ,4942 ,3714.1 ,125 ,93.9 ,202 ,151.8 ,200 ,150.3 
San Pedro ,,11953 ,213 ,1782.0 ,3 ,25.1 ,10 ,83.7 ,10 ,83.7 
San Ramon ,& ,86510 ,4296 ,4965.9 ,142 ,164.1 ,170 ,196.5 ,170 ,196.5 
Santiago ,& ,503147 ,14142 ,2810.7 ,257 ,51.1 ,439 ,87.3 ,437 ,86.9 
Talagante ,& ,81838 ,1537 ,1878.1 ,56 ,68.4 ,78 ,95.3 ,78 ,95.3 
Tiltil ,,21477 ,527 ,2453.8 ,12 ,55.9 ,16 ,74.5 ,16 ,74.5 
Vitacura ,& ,96774 ,1420 ,1467.3 ,55 ,56.8 ,41 ,42.4 ,41 ,42.4 
Desconocido ,& ,- ,18219 ,- ,O ,- ,822 ,- ,822 ,- 
