MetropolitanadeSantiago,58.6
De Antofagasta ,34.0 
Chile ,28.8 
De Tarapaca ,28.3 
,
Magallanes de La Antartica Chilena ,18.8 
De Valparaiso ,13.8 
De Arica Y Parinacota ,12.4 
Del Libertador Gral Bernardo O'Higgins ,11.1 
Del Maule ,9.8 
De La Araucania ,9.1 
De Nuble ,6.7 
Del Biobio ,5.8 
De Los Rios ,5.2 
Los Lagos ,4.9 
De Coquimbo ,4.5 
De Atacama ,3.8 
De Aisen Del Gral C lbanez Del Campo ,3.5 
