Region,Poblacion,Confirmados,Tasaincidencia
Antofagasta ,425725 ,54 ,12.7 
Calama ,190336 ,7 ,3.7 
Maria Elena ,6814 ,- ,0.0 
Mejillones ,14776 ,- ,6.8 
Ollague ,287 ,- ,0.0 
San Pedro de Atacama ,10434 ,4 ,38.3 
Sierra Gorda ,1746 ,- ,0.0 
Taltal ,13657 ,- ,0.0 
Tocopilla ,28079 ,- ,7.1 
Total ,691854 ,68 ,9.8 
