SagradaFamilia,19469,177,909.1,28,143.8,28,143.8
San Clemente ,& 46292 ,921 ,1989.5 ,73 ,157.7 ,73 ,157.7 
San Javier ,49451 ,706 ,1427.7 ,49 ,99.1 ,49 ,99.1 
San Rafael ,9959 ,221 ,2219.1 ,20 ,200.8 ,20 ,200.8 
Talca ,& 236724 ,3486 ,1472.6 ,369 ,155.9 ,369 ,155.9 
Teno ,& 30850 ,437 ,1416.5 ,29 ,94.0 ,29 ,94.0 
Vichuquen ,4381 ,9 ,205.4 ,3 ,68.5 ,3 ,68.5 
Villa Alegre ,17512 ,200 ,1142.1 ,5 ,28.6 ,5 ,28.6 
Yerbas Buenas ,19200 ,234 ,1218.8 ,17 ,88.5 ,17 ,88.5 
Desconocido ,& - ,1 ,- ,O ,- ,O ,-- 
Total ,1131939 ,15967 ,1410.6 ,1285 ,113.5 ,1284 ,113.4 
