Penco,,49865,588,1179.2,4,8.0,96,192.5,96,192.5
Quilaco ,,4179 ,25 ,598.2 ,0 ,0.0 ,6 ,143.6 ,6 ,143.6 
Quilleco ,,10032 ,70 ,697.8 ,1 ,10.0 ,20 ,199.4 ,20 ,199.4 
San Pedro de la Paz ,& ,145906 ,1072 ,734.7 ,17 ,11.7 ,126 ,86.4 ,126 ,86.4 
San Rosendo ,,3611 ,36 ,997.0 ,1 ,27.7 ,1 ,27.7 ,1 ,27.7 
Santa Barbara ,,14592 ,161 ,1103.3 ,2 ,13.7 ,14 ,95.9 ,14 ,95.9 
Santa Juana ,,14779 ,94 ,636.0 ,4 ,27.1 ,7 ,47.4 ,7 ,47.4 
Talcahuano ,& ,158345 ,1547 ,977.0 ,15 ,9.5 ,207 ,130.7 ,205 ,129.5 
Tirua ,,11019 ,35 ,317.6 ,0 ,0.0 ,4 ,36.3 ,4 ,36.3 
Tome ,,58729 ,544 ,926.3 ,1 ,1.7 ,104 ,177.1 ,104 ,177.1 
Tucapel ,,15205 ,158 ,1039.1 ,2 ,13.2 ,7 ,46.0 ,7 ,46.0 
Yumbel ,,22132 ,235 ,1061.8 ,1 ,4.5 ,24 ,108.4 ,24 ,108.4 
Desconocido ,& ,- ,191 ,- ,0 ,- ,48 ,- ,48 ,- 
Total ,,1663696 ,14213 ,854.3 ,142 ,8.5 ,1752 ,105.3 ,1749 ,105.1 
