Queilen,5543,O,0.0,O,0.0,0,0.0,OOO,000OOOO
Quellon ,29309 ,O ,0.0 ,O ,0.0 ,0 ,0.0 ,O O O ,O O O O 0 O O 
Quemchi ,8783 ,O ,0.0 ,O ,0.0 ,O ,0.0 ,O O O ,O 0 0 0 O O 0 
Quinchao ,8298 ,1 ,12.1 ,O ,0.0 ,O ,0.0 ,O O O ,O 1 0 O O O O 
Rio Negro & ,14275 ,10 ,70.1 ,6 ,42.0 ,6 ,42.0 ,O O 0 ,O 1 2 O 2 5 O 
San Juan de la Costa ,7639 ,26 ,340.4 ,8 ,104.7 ,8 ,104.7 ,O O 0 ,0 2 10 2 6 5 1 
San Pablo ,10553 ,9 ,85.3 ,O ,0.0 ,0 ,0.0 ,O O 0 ,0 2 4 0 3 0 0 
Total ,891440 ,479 ,53.7 ,49 ,5.5 ,48 ,5.4 ,0 1 5 ,79 141 115 58 42 30 8 
