Macul,&,134635,4703,3493.1,150,111.4,125,92.8,124,92.1
Maipu ,& ,578605 ,13848 ,2393.3 ,334 ,57.7 ,467 ,80.7 ,465 ,80.4 
Maria Pinto ,,14926 ,344 ,2304.7 ,4 ,26.8 ,25 ,167.5 ,25 ,167.5 
Melipilla ,& ,141612 ,3634 ,2566.2 ,106 ,74.9 ,153 ,108.0 ,150 ,105.9 
Nunoa ,& ,250192 ,5278 ,2109.6 ,226 ,90.3 ,138 ,55.2 ,137 ,54.8 
Padre Hurtado ,& ,74188 ,2017 ,2718.8 ,49 ,66.0 ,68 ,91.7 ,68 ,91.7 
Paine ,& ,82766 ,1775 ,2144.6 ,38 ,45.9 ,81 ,97.9 ,81 ,97.9 
Pedro Aguirre Cerda ,& ,107803 ,4133 ,3833.8 ,187 ,173.5 ,134 ,124.3 ,134 ,124.3 
Penaflor ,& ,101058 ,2721 ,2692.5 ,96 ,95.0 ,137 ,135.6 ,135 ,133.6 
Penalolen ,& ,266798 ,11281 ,4228.3 ,286 ,107.2 ,278 ,104.2 ,276 ,103.4 
Pirque ,& ,30433 ,1056 ,3469.9 ,26 ,85.4 ,32 ,105.1 ,31 ,101.9 
Providencia ,& ,157749 ,3040 ,1927.1 ,133 ,84.3 ,98 ,62.1 ,98 ,62.1 
Pudahuel ,& ,253139 ,9368 ,3700.7 ,212 ,83.7 ,324 ,128.0 ,322 ,127.2 
Puente Alto ,& ,645909 ,21893 ,3389.5 ,508 ,78.6 ,660 ,102.2 ,656 ,101.6 
Quilicura ,& ,254694 ,8672 ,3404.9 ,133 ,52.2 ,219 ,86.0 ,219 ,86.0 
Quinta Normal ,& ,136368 ,5643 ,4138.1 ,161 ,118.1 ,145 ,106.3 ,143 ,104.9 
Recoleta ,& ,190075 ,8139 ,4282.0 ,288 ,151.5 ,130 ,68.4 ,129 ,67.9 
Renca ,& ,160847 ,7848 ,4879.2 ,210 ,130.6 ,342 ,212.6 ,342 ,212.6 
San Bernardo ,& ,334836 ,10576 ,3158.6 ,300 ,89.6 ,333 ,99.5 ,331 ,98.9 
San Joaquin ,& ,103485 ,4771 ,4610.3 ,148 ,143.0 ,202 ,195.2 ,202 ,195.2 
San Jose de Maipo ,& ,18644 ,597 ,3202.1 ,19 ,101.9 ,31 ,166.3 ,30 ,160.9 
San Miguel ,& ,133059 ,4975 ,3738.9 ,126 ,94.7 ,158 ,118.7 ,157 ,118.0 
San Pedro ,& ,11953 ,219 ,1832.2 ,3 ,25.1 ,9 ,75.3 ,9 ,75.3 
San Ramon ,& ,86510 ,4350 ,5028.3 ,150 ,173.4 ,131 ,151.4 ,129 ,149.1 
Santiago ,& ,503147 ,14329 ,2847.9 ,262 ,52.1 ,299 ,59.4 ,296 ,58.8 
Talagante ,& ,81838 ,1562 ,1908.6 ,56 ,68.4 ,65 ,79.4 ,65 ,79.4 
Tiltil ,& ,21477 ,541 ,2519.0 ,12 ,55.9 ,16 ,74.5 ,16 ,74.5 
Vitacura ,& ,96774 ,1446 ,1494.2 ,57 ,58.9 ,42 ,43.4 ,41 ,42.4 
Desconocido ,& ,- ,17499 ,- ,O ,- ,501 ,- ,501 ,- 
