13-04-20,634,620
14-04-20 ,562 ,543 
15-04-20 ,641 ,676 
16-04-20 ,648 ,630 
17-04-20 ,607 ,634 
18-04-20 ,479 ,568 
19-04-20 ,364 ,546 
20-04-20 ,766 ,1085 
21-04-20 ,727 ,792 
22-04-20 ,793 ,866 
23-04-20 ,808 ,912 
24-04-20 ,824 ,1135 
25-04-20 ,571 ,1110 
26-04-20 ,503 ,1129 
27-04-20 ,1252 ,1784 
28-04-20 ,1484 ,1776 
29-04-20 ,1767 ,1824 
30-04-20 ,1852 ,2117 
01-05-20 ,1175 ,2918 
02-05-20 ,1648 ,2683 
03-05-20 ,1699 ,2844 
04-05-20 ,3129 ,3938 
05-05-20 ,3391 ,3669 
06-05-20 ,3400 ,3690 
07-05-20 ,3633 ,3860 
08-05-20 ,3803 ,4421 
09-05-20 ,2768 ,4030 
10-05-20 ,2170 ,4386 
11-05-20 ,5548 ,5674 
12-05-20 ,5046 ,5021 
13-05-20 ,4375 ,4457 
14-05-20 ,4497 ,4452 
15-05-20 ,4409 ,5714 
16-05-20 ,3538 ,5071 
17-05-20 ,2906 ,4783 
18-05-20 ,5881 ,6247 
19-05-20 ,6134 ,5576 
20-05-20 ,6055 ,6657 
21-05-20 ,3422 ,4940 
22-05-20 ,6133 ,6063 
23-05-20 ,3986 ,5387 
24-05-20 ,3657 ,4885 
25-05-20 ,7276 ,6973 
26-05-20 ,6469 ,5436 
27-05-20 ,6034 ,5636 
28-05-20 ,5184 ,5874 
29-05-20 ,5735 ,6113 
30-05-20 ,4062 ,5773 
31-05-20 ,3485 ,5287 
01-06-20 ,8531 ,8719 
02-06-20 ,7568 ,5939 
03-06-20 ,6916 ,5728 
04-06-20 ,7093 ,5701 
05-06-20 ,6653 ,6430 
