13-04-20,634,619
14-04-20 ,564 ,544 
15-04-20 ,640 ,677 
16-04-20 ,650 ,631 
17-04-20 ,607 ,637 
18-04-20 ,480 ,568 
19-04-20 ,365 ,545 
20-04-20 ,765 ,1087 
21-04-20 ,726 ,796 
22-04-20 ,796 ,872 
23-04-20 ,808 ,913 
24-04-20 ,824 ,1139 
25-04-20 ,574 ,1111 
26-04-20 ,504 ,1134 
27-04-20 ,1255 ,1789 
28-04-20 ,1484 ,1780 
29-04-20 ,1764 ,1822 
30-04-20 ,1854 ,2119 
01-05-20 ,1176 ,2929 
02-05-20 ,1647 ,2693 
03-05-20 ,1694 ,2841 
04-05-20 ,3128 ,3948 
05-05-20 ,3389 ,3673 
06-05-20 ,3403 ,3688 
07-05-20 ,3632 ,3859 
08-05-20 ,3798 ,4416 
09-05-20 ,2771 ,4029 
10-05-20 ,2172 ,4398 
11-05-20 ,5531 ,5669 
12-05-20 ,5041 ,5028 
13-05-20 ,4363 ,4466 
14-05-20 ,4482 ,4443 
15-05-20 ,4405 ,5713 
16-05-20 ,3530 ,5073 
17-05-20 ,2910 ,4799 
18-05-20 ,5877 ,6263 
19-05-20 ,6130 ,5582 
20-05-20 ,6050 ,6656 
21-05-20 ,3430 ,4951 
22-05-20 ,6124 ,6061 
23-05-20 ,3988 ,5396 
24-05-20 ,3654 ,4881 
25-05-20 ,7281 ,6975 
26-05-20 ,6482 ,5445 
27-05-20 ,6058 ,5661 
28-05-20 ,5193 ,5867 
29-05-20 ,5738 ,6113 
30-05-20 ,4066 ,5766 
31-05-20 ,3487 ,5297 
01-06-20 ,8504 ,8694 
02-06-20 ,7572 ,5924 
03-06-20 ,6934 ,5745 
04-06-20 ,7101 ,5709 
05-06-20 ,6646 ,6422 
