DeAntofagasta,13.0
De Magallanes de La Antartica Chilena ,11.4 
Chile ,9.2 
Del Maule ,7.2 
De Valparaiso ,6.9 
De Arica Y Parinacota ,6.0 
De La Araucania ,58 
Del Libertador Gral Bernardo O Higgins ,5.7 
De Tarapaca ,5.5 
Del Biobio ,3.8 
De Los Rios ,3.7 
De Los Lagos ,3.4 
De Atacama ,3.4 
De Nuble ,2.7 
De Coquimbo ,2.6 
De Aisen Del Gral C lbanez Del Campo ,2.4 
