Comuna,NO,Poblacion,Tasa
Corra ,- ,5447 ,"0,0 "
Futrono ,- ,15261 ,"0,0 "
La Union ,- ,39538 ,"2,5 "
Lago Ranco ,- ,10292 ,"0,0 "
Lanco ,- ,17652 ,"0,0 "
Los Lagos ,- ,20518 ,"0,0 "
Mafil ,- ,7389 ,"13,5 "
Mariquina ,- ,23250 ,"0,0 "
Paillaco ,- ,20798 ,"0,0 "
Panguipulli ,- ,35991 ,"0,0 "
Rio Bueno ,- ,32925 ,"6,1 "
Valdivia ,12 ,176774 ,"6,8 "
Total ,16 ,405835 ,"3,9 "
