,,
05-06-20 ,6642 ,6414 
06-06-20 ,4421 ,5525 
07-06-20 ,3438 ,4902 
08-06-20 ,7900 ,6799 
09-06-20 ,7199 ,5325 
10-06-20 ,6870 ,5580 
11-06-20 ,6391 ,5039 
12-06-20 ,6160 ,5721 
13-06-20 ,3969 ,5135 
14-06-20 ,3074 ,4556 
15-06-20 ,7287 ,6101 
16-06-20 ,6715 ,5215 
17-06-20 ,6165 ,4852 
18-06-20 ,6061 ,5023 
19-06-20 ,5899 ,4974 
20-06-20 ,3371 ,4700 
21-06-20 ,2639 ,3871 
22-06-20 ,6422 ,4825 
23-06-20 ,5530 ,4328 
24-06-20 ,5433 ,3981 
25-06-20 ,5064 ,3822 
26-06-20 ,4888 ,3897 
27-06-20 ,3240 ,3260 
28-06-20 ,2483 ,3145 
29-06-20 ,2329 ,3345 
30-06-20 ,4924 ,3730 
01-07-20 ,4722 ,3920 
02-07-20 ,4320 ,2925 
03-07-20 ,4219 ,3175 
04-07-20 ,2040 ,2841 
05-07-20 ,1934 ,2709 
06-07-20 ,4325 ,3436 
07-07-20 ,4133 ,2939 
08-07-20 ,3667 ,2498 
09-07-20 ,3669 ,2506 
10-07-20 ,3231 ,2572 
11-07-20 ,2034 ,1969 
12-07-20 ,1513 ,1728 
13-07-20 ,3559 ,1795 
14-07-20 ,3194 ,1576 
15-07-20 ,2367 ,1092 
16-07-20 ,1201 ,505 
17-07-20 ,1432 ,503 
18-07-20 ,304 ,122 
