13-04-20,613,601
14-04-20 ,568 ,552 
15-04-20 ,640 ,680 
16-04-20 ,631 ,606 
17-04-20 ,614 ,634 
18-04-20 ,493 ,581 
19-04-20 ,367 ,548 
20-04-20 ,672 ,989 
21-04-20 ,783 ,846 
22-04-20 ,798 ,877 
23-04-20 ,804 ,908 
24-04-20 ,791 ,1096 
25-04-20 ,602 ,1143 
26-04-20 ,513 ,1130 
27-04-20 ,1277 ,1812 
28-04-20 ,1395 ,1692 
29-04-20 ,1757 ,1816 
30-04-20 ,1802 ,2080 
01-05-20 ,1264 ,2996 
02-05-20 ,1602 ,2626 
03-05-20 ,1688 ,2822 
04-05-20 ,3004 ,3785 
05-05-20 ,3273 ,3539 
06-05-20 ,3415 ,3714 
07-05-20 ,3654 ,3866 
08-05-20 ,3730 ,4334 
09-05-20 ,2943 ,4211 
10-05-20 ,2223 ,4421 
11-05-20 ,5189 ,5282 
12-05-20 ,5157 ,5121 
13-05-20 ,4471 ,4546 
14-05-20 ,4444 ,4403 
15-05-20 ,4464 ,5764 
16-05-20 ,3628 ,5146 
17-05-20 ,3006 ,4880 
18-05-20 ,5650 ,6005 
19-05-20 ,6045 ,5472 
20-05-20 ,6025 ,6620 
21-05-20 ,3656 ,5172 
22-05-20 ,5873 ,5793 
23-05-20 ,4222 ,5608 
24-05-20 ,3738 ,4948 
25-05-20 ,7072 ,6756 
26-05-20 ,6446 ,5448 
27-05-20 ,6044 ,5643 
28-05-20 ,5168 ,5871 
29-05-20 ,5744 ,6115 
30-05-20 ,4264 ,5955 
31-05-20 ,3596 ,5411 
01-06-20 ,8300 ,8431 
02-06-20 ,7592 ,5946 
03-06-20 ,6966 ,5711 
04-06-20 ,7081 ,5648 
05-06-20 ,6846 ,6560 
