Comuna,NO,Poblacion,Tasa
Aisen ,- ,25002 ,"4,0 "
Chile Chico ,- ,5121 ,"0,0 "
Cisnes ,- ,5828 ,"0,0 "
Cochrane ,- ,3685 ,"0,0 "
Coyhaique ,- ,61210 ,"3,3 "
Guaitecas ,- ,1599 ,"0,0 "
Lago Verde ,- ,920 ,"0,0 "
O'Higgins ,- ,661 ,"0,0 "
Rio Ibanez ,- ,2699 ,"0,0 "
Tortel ,- ,572 ,"0,0 "
Total ,3 ,107297 ,"2,8 "
