Papudo,,6201,106,1709.4,3,48.4,12,193.5,12,193.5
Petorca ,,10558 ,118 ,1117.6 ,1 ,9.5 ,16 ,151.5 ,16 ,151.5 
Puchuncavi ,& ,20071 ,185 ,921.7 ,4 ,19.9 ,12 ,59.8 ,12 ,59.8 
Putaendo ,,17645 ,244 ,1382.8 ,6 ,34.0 ,14 ,79.3 ,14 ,79.3 
Quillota ,& ,97572 ,1831 ,1876.6 ,40 ,41.0 ,140 ,143.5 ,139 ,142.5 
Quilpue ,& ,167085 ,1857 ,1111.4 ,43 ,25.7 ,159 ,95.2 ,157 ,94.0 
Quintero ,& ,36135 ,449 ,1242.6 ,11 ,30.4 ,10 ,27.7 ,10 ,27.7 
Rinconada ,,11263 ,173 ,1536.0 ,4 ,35.5 ,0 ,0.0 ,O ,0.0 
San Antonio ,& ,96761 ,1390 ,1436.5 ,38 ,39.3 ,68 ,70.3 ,68 ,70.3 
San Esteban ,& ,20643 ,233 ,1128.7 ,5 ,24.2 ,9 ,43.6 ,9 ,43.6 
San Felipe ,& ,83494 ,1271 ,1522.3 ,30 ,35.9 ,130 ,155.7 ,130 ,155.7 
Santa Maria ,& ,16367 ,255 ,1558.0 ,4 ,24.4 ,7 ,42.8 ,7 ,42.8 
Santo Domingo ,,11934 ,147 ,1231.8 ,2 ,16.8 ,0 ,0.0 ,0 ,0.0 
Valparaiso ,& ,315732 ,4849 ,1535.8 ,102 ,32.3 ,411 ,130.2 ,408 ,129.2 
Villa Alemana ,& ,139310 ,1780 ,1277.7 ,22 ,15.8 ,150 ,107.7 ,150 ,107.7 
Vina del Mar ,& ,361371 ,4478 ,1239.2 ,119 ,32.9 ,378 ,104.6 ,375 ,103.8 
Zapallar ,& ,7994 ,94 ,1175.9 ,3 ,37.5 ,12 ,150.1 ,12 ,150.1 
Desconocido ,& ,- ,382 ,- ,O ,- ,20 ,- ,20 ,- 
Total ,,1960170 ,27299 ,1392.7 ,624 ,31.8 ,2294 ,117.0 ,2279 ,116.3 
