,
de ,
Metropolitana Santiago ,
,
De Antofagasta ,38.4 
Chile ,32.7 
De Tarapaca ,31.8 
De Magallanes yde La Antartica Chilena ,19.2 
De Valparaiso ,16.6 
Del Libertador Gral Bernardo O Higgins ,13.4 
De Arica Y Parinacota ,11.8 
Del Maule ,11.1 
De La Araucania ,9.6 
De Nuble ,7.3 
Del Biobio ,6.9 
De Los Rios ,6.8 
De Los Lagos ,5.7 
De Coquimbo ,5.0 
De Atacama ,4.1 
De Aisen De Gral C lbanez Del Campo ,3.5 
