Peumo,14952,114,762.4,19,127.1,19,127.1
Pichidegua ,& 20743 ,303 ,1460.7 ,46 ,221.8 ,46 ,221.8 
Pichilemu ,17882 ,56 ,313.2 ,1 ,5.6 ,1 ,5.6 
Placilla ,& 9164 ,73 ,796.6 ,2 ,21.8 ,2 ,21.8 
Pumanque ,3531 ,5 ,141.6 ,O ,0.0 ,O ,0.0 
Quinta de Tilcoco ,13877 ,132 ,951.2 ,5 ,36.0 ,5 ,36.0 
Rancagua ,& 265211 ,6308 ,2378.5 ,323 ,121.8 ,318 ,119.9 
Rengo ,& 63710 ,1206 ,1893.0 ,68 ,106.7 ,68 ,106.7 
Requinoa ,30371 ,440 ,1448.8 ,14 ,46.1 ,14 ,46.1 
San Fernando ,78642 ,660 ,839.2 ,90 ,114.4 ,90 ,114.4 
San Vicente ,& 50617 ,682 ,1347.4 ,77 ,152.1 ,77 ,152.1 
Santa Cruz ,41096 ,303 ,737.3 ,46 ,111.9 ,46 ,111.9 
Desconocido ,& - ,62 ,- ,2 ,- ,2 ,- 
Total ,991063 ,15131 ,1526.7 ,1089 ,109.9 ,1084 ,109.4 
