SagradaFamilia,19469,138,708.8,10,51.4,10,51.4
San Clemente ,& 46292 ,698 ,1507.8 ,61 ,131.8 ,61 ,131.8 
San Javier ,49451 ,586 ,1185.0 ,35 ,70.8 ,35 ,70.8 
San Rafael ,9959 ,191 ,1917.9 ,17 ,170.7 ,17 ,170.7 
Talca ,& 236724 ,2684 ,1133.8 ,221 ,93.4 ,221 ,93.4 
Teno ,& 30850 ,374 ,1212.3 ,34 ,110.2 ,33 ,107.0 
Vichuquen ,4381 ,6 ,137.0 ,0 ,0.0 ,0 ,0.0 
Villa Alegre ,17512 ,188 ,1073.5 ,15 ,85.7 ,15 ,85.7 
Yerbas Buenas ,& 19200 ,183 ,953.1 ,8 ,41.7 ,8 ,41.7 
Desconocido ,& - ,7 ,- ,2 ,- ,2 ,- 
Total ,1131939 ,13042 ,1152.2 ,960 ,84.8 ,959 ,84.7 
