Queilen,5543,0,0.0,O,0.0,O,0.0,OOO,OO
Quellon ,29309 ,1 ,3.4 ,1 ,3.4 ,1 ,3.4 ,O O O ,O O 
Quemchi ,8783 ,0 ,0.0 ,O ,0.0 ,O ,0.0 ,O 0 O ,O O 
Quinchao ,8298 ,1 ,12.1 ,0 ,0.0 ,O ,0.0 ,O O O ,O 1 
Rio Negro& ,14275 ,18 ,126.1 ,5 ,35.0 ,5 ,35.0 ,O O O ,O 2 
San Juan de la Costa& ,7639 ,27 ,353.4 ,3 ,39.3 ,3 ,39.3 ,O O O ,0 1 
San Pablo& ,10553 ,9 ,85.3 ,0 ,0.0 ,0 ,0.0 ,O 0 O ,0 2 
Total ,891440 ,525 ,58.9 ,53 ,5.9 ,53 ,5.9 ,0 1 5 ,79 141 
