Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Cauquenes ,44143 ,439 ,994.5 ,18 ,40.8 ,18 ,40.8 
Chanco ,9331 ,66 ,707.3 ,7 ,75.0 ,7 ,75.0 
Colbun ,& 22565 ,288 ,1276.3 ,22 ,97.5 ,22 ,97.5 
Constitucion ,& 50348 ,460 ,913.6 ,19 ,37.7 ,19 ,37.7 
Curepto ,9426 ,121 ,1283.7 ,20 ,212.2 ,20 ,212.2 
Curico ,& 163626 ,2421 ,1479.6 ,79 ,48.3 ,79 ,48.3 
Empedrado ,4206 ,38 ,903.5 ,2 ,47.6 ,2 ,47.6 
Hualane ,10222 ,118 ,1154.4 ,2 ,19.6 ,2 ,19.6 
Licanten ,6989 ,28 ,400.6 ,2 ,28.6 ,2 ,28.6 
Linares ,& 101073 ,1150 ,1137.8 ,114 ,112.8 ,114 ,112.8 
Longavi ,32810 ,371 ,1130.8 ,35 ,106.7 ,35 ,106.7 
Maule ,& 60000 ,627 ,1045.0 ,47 ,78.3 ,47 ,78.3 
Molina ,49800 ,438 ,879.5 ,70 ,140.6 ,70 ,140.6 
Parra ,44544 ,310 ,695.9 ,33 ,74.1 ,33 ,74.1 
Pelarco ,9083 ,143 ,1574.4 ,5 ,55.0 ,5 ,55.0 
Pelluhue ,& 8092 ,98 ,1211.1 ,7 ,86.5 ,7 ,86.5 
Pencahue ,8601 ,94 ,1092.9 ,26 ,302.3 ,26 ,302.3 
Rauco ,11248 ,126 ,1120.2 ,3 ,26.7 ,3 ,26.7 
Retiro ,21071 ,203 ,963.4 ,28 ,132.9 ,28 ,132.9 
Rio Claro ,14753 ,137 ,928.6 ,17 ,115.2 ,17 ,115.2 
Romeral ,16170 ,311 ,1923.3 ,1 ,6.2 ,1 ,6.2 
