Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Arica ,& 247552 ,6374 ,2574.8 ,653 ,263.8 ,651 ,263.0 
Camarones ,1233 ,25 ,2027.6 ,1 ,81.1 ,1 ,81.1 
General Lagos ,& 810 ,59 ,7284.0 ,11 ,1358.0 ,11 ,1358.0 
Putre ,& 2515 ,48 ,1908.5 ,1 ,39.8 ,1 ,39.8 
Desconocido ,& - ,25 ,- ,7 ,- ,7 ,- 
Total ,252110 ,6531 ,2590.5 ,673 ,266.9 ,671 ,266.2 
