,21477,21,97.8,8,37.2,8,37.2,000,2,1,2,1,1,3,3,7,1
,96774 ,325 ,335.8 ,155 ,160.2 ,155 ,160.2 ,0 7 31 ,45 ,28 ,13 ,5 ,5 ,13 ,49 ,105 ,24 
,8125072 ,29207 ,359.5 ,12682 ,156.1 ,12642 ,155.6 ,4 63 321 ,940 ,1018 ,1235 ,1536 ,2188 ,4009 ,7935 ,8806 ,1151 
