Purranque,21080,32,151.8,5,23.7,5,23.7
Puyehue ,11787 ,7 ,59.4 ,0 ,0.0 ,0 ,0.0 
Queilen ,5543 ,0 ,0.0 ,O ,0.0 ,0 ,0.0 
Quellon ,29309 ,1 ,3.4 ,0 ,0.0 ,O ,0.0 
Quemchi ,8783 ,4 ,45.5 ,4 ,45.5 ,4 ,45.5 
Quinchao ,8298 ,1 ,12.1 ,O ,0.0 ,O ,0.0 
Rio Negro ,14275 ,26 ,182.1 ,6 ,42.0 ,6 ,42.0 
San Juan de la Costa ,7639 ,34 ,445.1 ,4 ,52.4 ,4 ,52.4 
San Pablo ,10553 ,10 ,94.8 ,1 ,9.5 ,1 ,9.5 
Total ,891440 ,698 ,78.3 ,135 ,15.1 ,134 ,15.0 
