Penco,49865,33,66.2,10,20.1,10,,20.1
Quilaco ,,,,,,,,
Quilleco ,10032 ,1 ,10.0 ,1 ,10.0 ,1 ,,10.0 
San Pedro de la Paz ,,,,,,,,
San Rosendo ,3611 ,2 ,55.4 ,0 ,0.0 ,0 ,,0.0 
Santa Barbara ,14592 ,26 ,178.2 ,11 ,75.4 ,11 ,,75.4 
Santa Juana ,,,,,,,,
Talcahuano ,158345 ,189 ,119.4 ,43 ,27.2 ,43 ,,27.2 
Tirua ,11019 ,4 ,36.3 ,O ,0.0 ,O ,,0.0 
Tome ,58729 ,79 ,134.5 ,6 ,10.2 ,6 ,,10.2 
Tucapel ,15205 ,8 ,52.6 ,4 ,26.3 ,4 ,,26.3 
Yumbel ,,,,,,,,
Total ,,,,,,,,
