Region,Poblacion,Confirmados,Tasaincidencia
Corral ,5447 ,- ,0.0 
Futrono ,15261 ,5 ,32.8 
La Union ,39538 ,17 ,43.0 
Lago Ranco ,10292 ,- ,19.4 
Lanco ,17652 ,- ,11.3 
Los Lagos ,20518 ,- ,0.0 
Mafil ,7389 ,- ,13.5 
Mariquina ,23250 ,6 ,25.8 
Paillaco ,20798 ,- ,4.8 
Panguipulli ,35991 ,- ,0.0 
Rio Bueno ,32925 ,5 ,15.2 
Valdivia ,176774 ,65 ,36.8 
Total ,405835 ,104 ,25.6 
