0.0,0,0.0,000,120,0,10,000
,,,,,0 ,1 ,0 0 0 
19.4 ,9 ,19.4 ,0 0 0 ,0 0 1 ,2 ,6 ,1 5 4 
6.1 ,3 ,6.1 ,0 0 0 ,0 2 7 ,4 ,7 ,3 3 1 
,,,,,1 ,1 ,0 0 1 
,,,,,16 ,74 ,16 2 3 
,,,,,1 ,1 ,1 3 1 
0.0 ,0 ,0.0 ,0 0 0 ,0 0 0 ,0 ,0 ,0 0 0 
,,,,,1 ,1 ,0 0 0 
,,,,,1 ,0 ,1 0 1 
4.9 ,55 ,4.9 ,1 4 11 ,26 51 48 ,65 ,158 ,45 32 27 
