,Enero,Febrero,,Marzo,,Abril,,Mayo,Junio,,,Julio,,Agosto,Septiem,,Octubre,Noviemb,Diciembre
,,,,,,,,,,82.0 ,,,,,,,,,
,,,,,,,,61.5 ,,,,,,,,,,,
45.6 ,46.4 ,40.7 40.8 ,43.3 ,44.6 ,44.7 ,45.6 ,49.5 ,,55.0 ,,57.4 ,29.5 ,53.9 ,,50.5 ,48.0 ,,44.7 ,44.3 
