Comuna,Poblacion,NumerodeCasosConfirmados,Tasaincidenciaacumulada,NumerodeCasosActuales,TasadeIncidenciaActual,NumerodeCasosActivos,TasadeIncidenciaActivos
Alto Hospicio ,& 129999 ,3052 ,2347.7 ,220 ,169.2 ,220 ,169.2 
Camina ,1375 ,58 ,4218.2 ,13 ,945.5 ,13 ,945.5 
Colchane ,1583 ,96 ,6064.4 ,1 ,63.2 ,1 ,63.2 
Huara ,& 3000 ,150 ,5000.0 ,9 ,300.0 ,9 ,300.0 
Iquique ,& 223463 ,5671 ,2537.8 ,353 ,158.0 ,353 ,158.0 
Pica ,5958 ,340 ,5706.6 ,61 ,1023.8 ,61 ,1023.8 
Pozo Almonte ,& 17395 ,878 ,5047.4 ,73 ,419.7 ,73 ,419.7 
Desconocido ,& - ,434 ,- ,24 ,- ,24 ,- 
Total ,382773 ,10679 ,2789.9 ,754 ,197.0 ,754 ,197.0 
