Papudo,&6201,169,2725.4,33,532.2,33,532.2
Petorca ,10558 ,175 ,1657.5 ,8 ,75.8 ,8 ,75.8 
Puchuncavi ,20071 ,229 ,1140.9 ,3 ,14.9 ,3 ,14.9 
Putaendo ,& 17645 ,298 ,1688.9 ,19 ,107.7 ,18 ,102.0 
Quillota ,& 97572 ,2381 ,2440.2 ,36 ,36.9 ,36 ,36.9 
Quilpue ,& 167085 ,2585 ,1547.1 ,103 ,61.6 ,103 ,61.6 
Quintero ,& 36135 ,549 ,1519.3 ,11 ,30.4 ,11 ,30.4 
Rinconada ,11263 ,173 ,1536.0 ,O ,0.0 ,O ,0.0 
San Antonio ,& 96761 ,1749 ,1807.5 ,29 ,30.0 ,29 ,30.0 
San Esteban ,20643 ,279 ,1351.5 ,9 ,43.6 ,9 ,43.6 
San Felipe ,& 83494 ,1527 ,1828.9 ,65 ,77.8 ,65 ,77.8 
Santa Maria ,16367 ,323 ,1973.5 ,21 ,128.3 ,21 ,128.3 
Santo Domingo ,& 11934 ,189 ,1583.7 ,1 ,8.4 ,1 ,8.4 
Valparaiso ,& 315732 ,6890 ,2182.2 ,243 ,77.0 ,242 ,76.6 
Villa Alemana ,& 139310 ,2518 ,1807.5 ,98 ,70.3 ,98 ,70.3 
Vina del Mar ,& 361371 ,6556 ,1814.2 ,226 ,62.5 ,226 ,62.5 
Zapallar ,& 7994 ,138 ,1726.3 ,5 ,62.5 ,5 ,62.5 
Desconocido ,& - ,439 ,- ,27 ,- ,27 ,- 
Total ,1960170 ,37363 ,1906.1 ,1228 ,62.6 ,1226 ,62.5 
