MetropolitanadeSantiago,
,
De Antofagasta ,12.5 
De Magallanes yde La Antartica Chilena ,11.8 
Chile ,10.0 
De Valparaiso ,7.8 
De Maule ,7.3 
Del Libertador Gral Bernardo O Higgins ,6.6 
De La Araucania ,6.1 
De Tarapaca ,5.9 
De Los Rios ,5.3 
De Arica Y Parinacota ,5.2 
De Biobio ,4.4 
De Los Lagos ,4.1 
De Atacama ,3.3 
De Nuble ,3.1 
De Coquimbo ,2.9 
De Aisen Del Gral C lbanez Del Campo ,2.4 
