20-03-2020,366,1,2,176,1,
21-03-2020 ,312 ,3 ,,167 ,3 ,
22-03-2020 ,300 ,5 ,,155 ,5 ,
23-03-2020 ,396 ,2 ,3 ,214 ,2 ,1 
24-03-2020 ,329 ,7 ,1 ,286 ,7 ,1 
25-03-2020 ,340 ,3 ,6 ,358 ,3 ,2 
26-03-2020 ,345 ,4 ,1 ,380 ,4 ,1 
27-03-2020 ,352 ,5 ,5 ,384 ,5 ,1 
28-03-2020 ,323 ,7 ,1 ,273 ,7 ,4 
29-03-2020 ,283 ,9 ,3 ,300 ,9 ,1 
30-03-2020 ,383 ,12 ,1 ,370 ,12 ,4 
31-03-2020 ,329 ,9 ,1 ,355 ,9 ,1 
01-04-2020 ,474 ,4 ,6 ,351 ,4 ,1 
02-04-2020 ,383 ,10 ,6 ,441 ,10 ,3 
03-04-2020 ,389 ,8 ,3 ,427 ,8 ,
04-04-2020 ,380 ,10 ,3 ,321 ,10 ,
05-04-2020 ,339 ,16 ,8 ,240 ,16 ,1 
06-04-2020 ,422 ,50 ,9 ,464 ,50 ,
07-04-2020 ,381 ,47 ,3 ,501 ,47 ,1 
08-04-2020 ,401 ,23 ,1 ,471 ,23 ,2 
09-04-2020 ,429 ,42 ,,433 ,42 ,
10-04-2020 ,450 ,19 ,2 ,250 ,19 ,
11-04-2020 ,337 ,30 ,2 ,290 ,30 ,1 
12-04-2020 ,371 ,29 ,1 ,211 ,29 ,2 
13-04-2020 ,549 ,70 ,5 ,563 ,70 ,
14-04-2020 ,487 ,57 ,,507 ,57 ,3 
15-04-2020 ,614 ,62 ,3 ,572 ,62 ,1 
16-04-2020 ,564 ,65 ,1 ,583 ,65 ,
17-04-2020 ,573 ,62 ,3 ,542 ,62 ,2 
18-04-2020 ,527 ,38 ,2 ,441 ,38 ,1 
19-04-2020 ,510 ,35 ,2 ,329 ,35 ,1 
20-04-2020 ,928 ,145 ,13 ,610 ,145 ,
21-04-2020 ,687 ,104 ,5 ,616 ,104 ,4 
22-04-2020 ,784 ,79 ,4 ,713 ,79 ,3 
23-04-2020 ,843 ,69 ,3 ,733 ,69 ,6 
24-04-2020 ,1039 ,86 ,8 ,738 ,86 ,1 
25-04-2020 ,1036 ,61 ,12 ,514 ,61 ,3 
26-04-2020 ,1052 ,74 ,12 ,432 ,74 ,2 
27-04-2020 ,1691 ,82 ,21 ,1173 ,82 ,6 
28-04-2020 ,1633 ,133 ,24 ,1334 ,133 ,15 
29-04-2020 ,1622 ,168 ,20 ,1597 ,168 ,5 
30-04-2020 ,1952 ,130 ,21 ,1703 ,130 ,13 
01-05-2020 ,2826 ,49 ,57 ,1114 ,49 ,9 
02-05-2020 ,2562 ,87 ,50 ,1552 ,87 ,4 
03-05-2020 ,2726 ,84 ,50 ,1575 ,84 ,27 
04-05-2020 ,3698 ,184 ,50 ,2917 ,184 ,34 
05-05-2020 ,3368 ,288 ,42 ,3064 ,288 ,32 
06-05-2020 ,3360 ,275 ,48 ,3072 ,275 ,44 
07-05-2020 ,3565 ,255 ,31 ,3330 ,255 ,43 
08-05-2020 ,4057 ,313 ,50 ,3447 ,313 ,18 
09-05-2020 ,3829 ,159 ,42 ,2610 ,159 ,13 
10-05-2020 ,4229 ,106 ,67 ,2047 ,106 ,11 
11-05-2020 ,5184 ,420 ,70 ,5079 ,420 ,35 
12-05-2020 ,4636 ,322 ,60 ,4663 ,322 ,53 
